track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_min
7kft2XxMqsCZe2gB74bvXV,Ich bin ein wahrer Satan,ASP,0,6gzO5gnYoBe0dH8DRWYBGX,Requiembryo,2007-03-30,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.498,0.889,3,-4.09,Minor,0.0468,0.0047,1.64e-5,0.367,0.372,135.998,355213,5.920216666666667
5mTrdbPjPCjKVIYhsUCtna,Abusadora,Almighty,65,2gZFoN2s2oCDhRiBSlOUUe,La BESTia,2019-06-07,Academia Reggaetón,37i9dQZF1DXd8p9XRfIfUn,latin,reggaeton,0.893,0.665,8,-5.522,Major,0.176,0.237,7.9e-6,0.0793,0.657,100.017,252542,4.209033333333333
0YkJU6TjjwzsVXUPRIO0DB,Make Me Better,Fabolous,61,6t5g3iBwXlDWXhSZbDonrJ,From Nothin' To Somethin' (Bonus Track Version),2007-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.607,0.599,11,-6.886,Major,0.0995,0.33,0,0.199,0.562,86.491,253573,4.226216666666667
30BsewEJZPxfuLNAlZPFje,"Read All About It, Pt. III",Emeli Sandé,68,0QwbgAJnx9FEFFC3EsyLrQ,Our Version Of Events (Special Edition),2012-01-01,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.63,0.44,2,-7.186,Major,0.0249,0.822,3.87e-6,0.0926,0.343,98.082,283707,4.72845
2jlNiAhus7JJIiAI5Pgsky,She Made a Freak Out of Me,"Lee ""Shot"" Williams",23,4mO1dngTab1cGpH7svacgP,She Made a Freak Out of Me,2000,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.857,0.523,5,-9.651,Minor,0.0782,0.0169,4.65e-5,0.0541,0.808,111.018,328320,5.472
2MMSi1VHFZJPiAvLdjFLtE,Manantial en la Arena,Los Aguas Aguas,42,27hp3mqAlbKkVyV7T4f02U,Manantial en la Arena,2019-12-20,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.443,0.617,11,-5.691,Minor,0.0397,0.56,0,0.298,0.664,90.023,239113,3.9852166666666666
0VETcdLJtf6qpkj7aKPBJ9,Get Lost - Ford. Remix,Bearson,53,7co1DbYi2j26jUv9wpaknV,Get Lost (Ford. Remix),2018-09-07,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.62,0.51,1,-8.091,Major,0.151,0.637,0.179,0.0786,0.239,90.064,176000,2.933333333333333
5zJAnQ1NFfks3SRbIRLVSM,All The Places (I Will Kiss You),Aaron Hall,34,5gczV8sqqI8spxMvJ5GrIA,Inside Of You,1998-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.722,0.423,0,-5.711,Minor,0.0566,0.0161,2.11e-6,0.0603,0.353,136.039,240133,4.0022166666666665
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),Herve Pagez,60,7J5VpxOH7WctwtGuFYydUz,Spicy (with Diplo & Charli XCX),2019-05-30,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.837,0.818,8,-4.474,Minor,0.0533,0.0527,0.00642,0.11,0.484,109.993,157159,2.6193166666666667
2FllN4dJIdS4BvqJkTrLmZ,Jewelry Remover,Justnormal,60,6WYGCBXPv8hTNbVetRpNKH,Burgundy Blues,2019-06-21,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.722,0.466,9,-9.503,Minor,0.192,0.921,0.179,0.0883,0.0911,82.013,163759,2.7293166666666666
6XmlOZjCCwGQ8ynxKFNqzy,Young Ones,Andrea Consoli,42,553DUlzh5lVmnneUzZYrbv,Young Ones,2019-11-15,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.589,0.584,11,-6.736,Minor,0.0264,0.00207,0,0.318,0.405,100.029,130200,2.17
1FUAcAaEcPLwA4z48WbhKU,Willpower,MAVI,40,78lNCvSCiK4uTdAgjHAMWK,Willpower,2019-07-19,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.503,0.749,7,-8.528,Major,0.338,0.622,0,0.156,0.353,79.353,181995,3.03325
5RSHSWavmv5Mv9CxlCNSjn,Zero to a Hundred,Joanna Teters,36,0J6V7Wjgg7iYyiMg5MuXes,Back to Brooklyn,2018-06-15,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.595,0.539,1,-7.791,Major,0.38,0.147,2.29e-6,0.168,0.71,81.996,185714,3.0952333333333333
6Ycf7Ch2VlEKlORbz7yfpJ,Sweet Love,Anita Baker,61,1C7VOpm96d77zf5yaRqJ2u,Rapture,1986-01-01,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.504,0.728,10,-5.699,Minor,0.0234,0.36,0,0.159,0.683,89.255,266201,4.436683333333334
6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,Baby Bash,72,42LlDinsxjsByAqqpZXRp4,Tha Smokin' Nephew,2003-01-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.662,0.748,5,-3.041,Minor,0.268,0.688,8.43e-6,0.0841,0.535,82.331,239027,3.9837833333333332
7pWtnNjTrdZ4OiCZUK9BQ2,Think I'm In Love Again,Paul Anka,44,3cdclv2AHxC4DTjlIujNeC,Duets,2013-04-05,This Is Gloria Estefan,37i9dQZF1DXarsfY89zXC6,latin,latin pop,0.617,0.463,10,-10.138,Major,0.0326,0.514,1.01e-6,0.103,0.44,130.046,303560,5.059333333333333
4hyZR3YZVYH2jJewwke9ja,Super Human,Tobi,43,0v2LqWh4kY7MwNpme76mJE,Super Human,2019-11-13,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,0.745,0.612,8,-4.282,Minor,0.0557,0.51,0.161,0.0939,0.619,170,177890,2.9648333333333334
6D3VGJz4hOCMGrEANXFu2f,How Ya Like Me Now - Longer Version,Kool Moe Dee,0,52e1tc6tsKULSJUIJBEqh3,How Ya Like Me Now,1987,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.875,0.737,1,-14.099,Major,0.0876,0.00352,5.27e-4,0.0706,0.543,104.204,337333,5.622216666666667
6dvhaeKxtP4rcDZ55fnqua,Per due che come noi,Brunori Sas,62,66uJQb8GDO6rUlQ40yKOxr,Per due che come noi,2019-12-13,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,0.47,0.497,0,-6.883,Major,0.0372,0.655,1.07e-6,0.166,0.307,137.642,227681,3.7946833333333334
6HwXuMnv69uBUKUjm66Kek,Mono,Sacred Animals,39,2zPKTSiAOjhPSJPXKZJxSM,Mono,2019-09-27,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.612,0.824,6,-7.498,Minor,0.0297,0.00118,0.0438,0.0703,0.543,92.513,199621,3.3270166666666667
4zzi2eD2cEPpQ3a307mPPj,Billie Jean,The Civil Wars,64,3N99UWfASH8iTQqGoFV7q5,Between The Bars (EP),2012,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,0.532,0.203,9,-8.524,Minor,0.0668,0.829,0,0.108,0.543,89.646,259920,4.332
2lT07B7yj0XFXdmeZJup7C,Twijfel,Fresku,44,0VPK9rRn6KeNwwFpKY6cnW,Fresku,2010-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.654,0.917,10,-5.249,Major,0.32,0.187,2.05e-6,0.0821,0.447,93.1,315893,5.264883333333334
3ZN0KYVn1Ibfat7x3lwIAT,6 Horas,MC Cabelinho,54,59PAEo6Jky0e9Mutu69WsQ,6 Horas,2019-12-27,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,0.848,0.767,1,-7.947,Major,0.48,0.129,0,0.0914,0.945,99.824,182440,3.0406666666666666
3bDgjbhgJrCsKfntgE8xT1,"Heartbroken, In Disrepair",Dan Auerbach,44,3bSW9qyhdzNogpNfbS97EG,Keep It Hid,2009-02-23,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.601,0.901,5,-8.414,Minor,0.0463,0.00912,0.256,0.264,0.934,77.742,201280,3.3546666666666667
4rr67zXmEYf9ykLigeEsbv,Don't Dream It's Over,Crowded House,23,0Vw2BOifLhBx5mvnepOGVf,Crowded House,1986,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.439,0.422,8,-17.227,Major,0.0409,0.0148,4.84e-5,0.0697,0.551,81.833,236933,3.9488833333333333
3FmSuz3ElwIPfqWoMWOzpq,Dangerous,No Friends,46,6RHJPqu1CywKCvq32hcs1b,No Friends & Kodie 2,2020-01-01,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.684,0.58,1,-9.947,Major,0.148,4.79e-4,2.16e-4,0.113,0.212,123.954,194093,3.2348833333333333
4dfCW8ynuItQ9ABweWyl4C,oui,Jeremih,2,65GS392mw7cyARNHEtVyBe,oui,2015-10-30,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.418,0.687,5,-4.293,Major,0.105,0.202,0,0.111,0.549,79.449,238480,3.974666666666667
5ZiGdWZvv9kaWw1UFcmDur,Shape of You,EZA,2,5Zm0pvfZXgyVjo8uaCqcan,Shape of You,2017-05-19,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.596,0.39,11,-9.708,Minor,0.225,0.596,3.68e-4,0.487,0.652,176,225682,3.7613666666666665
0bcmVfGI69duX7Vy5F8Kta,More Of Your Love,Justin Mylo,41,0jg1glVlEN5ZWYfC1eLy3m,More Of Your Love,2019-08-16,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.588,0.869,11,-7.516,Minor,0.0589,0.00415,0.752,0.696,0.225,128.028,213984,3.5664
1oHkXeW88HEtFt6P3TvBIt,Whisper,Blac Youngsta,61,3Pa7JytWVcEf3Unec8qku8,Church on Sunday,2019-11-29,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.893,0.783,7,-4.173,Major,0.236,0.0259,0,0.197,0.584,101.993,197192,3.2865333333333333
01V5Y0jmzA90hs83nedB3z,House Bump For Joe Kay,PYRMDPLAZA,0,6mCYZLTcU81dxYTNT8O7Ro,PYRMDPLAZA Compilation,2016-04-25,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.886,0.6,6,-3.99,Minor,0.292,0.142,0.355,0.0536,0.378,125.169,168960,2.816
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,85,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.488,0.343,4,-8.985,Major,0.0436,0.556,0,0.21,0.0978,102.819,206459,3.4409833333333335
6DkOqFoA3gk9c5N8VLokPF,Free! Free! Free!,竹内アンナ,37,4WqK39QuWgo8RT3zVKWvU8,at TWO,2019-01-23,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.721,0.861,4,-4.87,Minor,0.0847,0.151,0,0.118,0.64,132.065,231933,3.86555
24p4TAI0wH4PMd0vv1OstQ,Too High,Dolo Tonight,33,0LkQ7c6eG2l3PXfeXquvMD,Too High,2019-09-01,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,0.688,0.884,10,-5.497,Minor,0.137,0.12,3.23e-6,0.0824,0.6,77.277,87120,1.452
176U6EwkFsWpSo1h9rTUuC,Like Nobody - Denis First Remix,VAVO,29,0vtKMXHGpNu07fm5AvA9Fg,Like Nobody (Denis First Remix),2020-01-10,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.674,0.927,11,-3.663,Minor,0.104,0.122,1.63e-6,0.548,0.403,123.987,172258,2.8709666666666664
2mEk0VdrbDJ11DBC6Y92mh,Edge Of A Broken Heart,Vixen,51,51aj98h378eXQJZXtIZKjK,Vixen,1988-01-01,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.619,0.751,7,-11.568,Minor,0.0417,0.0113,7.87e-5,0.123,0.532,126.079,265333,4.4222166666666665
1DTRyqSQ6CfDs46Ft9vUpR,Mary Go Round,Musiq Soulchild,38,2RmMKj20xouC3Mqq1CyZ3c,Aijuswanaseing,2000-01-01,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.554,0.472,0,-8.215,Major,0.285,0.305,4.92e-4,0.119,0.497,141.283,221240,3.687333333333333
5hzYEPlHm5nHEGCvQJg6QG,Your Soul,Hippie Sabotage,3,3NHfAcWQvWnKESrAzlv4Ni,Sunny - EP,2014-03-11,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.487,0.68,7,-8.497,Minor,0.0408,5.99e-4,0.0339,0.144,0.0752,94.46,324807,5.41345
6UsNqIqCC9WIDdg9Xxxv84,Trial By Fire,Saul,48,3DPvNhIf6Tw98MhLcGlMWw,Trial By Fire,2019-11-15,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.417,0.95,1,-3.478,Major,0.145,2.14e-5,0.493,0.305,0.572,192.118,211000,3.5166666666666666
5LXQeJX8ZGS7Q5ZZ3vtGF7,Wanna Kiss,Hitomi Tohyama,41,79SpX17JQa0BR3bOxo0gFI,Ritual Chants,2017-07-03,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.911,0.718,11,-5.93,Minor,0.0765,0.262,8.13e-4,0.104,0.902,107.124,270560,4.509333333333333
5t0JbiIajmkJorekBSCz6S,Não Dá Mais,CMK,50,0TOVFsO6zLrWAbpoFOUgBi,Não Dá Mais,2020-01-10,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.808,0.588,0,-6.491,Major,0.113,0.127,0,0.113,0.771,149.969,169600,2.8266666666666667
7FXjPI4dE1Eian6Exy6VEa,Cida,Agnes Nunes,64,33n8HttkiMeQbFJLZd51Gs,Cida,2019-06-12,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.586,0.264,10,-12.856,Major,0.0616,0.71,0,0.0936,0.21,80.162,186000,3.1
04so2YoeEkrKTfmgoYRmvw,Lying We're Fine,Leonell Cassio,42,5iy6Up6sczFRCMQkgkwYaS,Lying We're Fine,2019-11-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.644,0.525,6,-6.762,Minor,0.0298,0.0583,1.03e-6,0.206,0.245,102.006,178835,2.980583333333333
2gQaQUhDCNGfBVXTvxAmXQ,Shout,Tears For Fears,70,7y7459SFZReE5Wec4hejv5,Songs From The Big Chair,1985-02-25,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.511,0.942,0,-10.407,Major,0.0429,0.174,1.87e-5,0.139,0.498,97.909,393667,6.561116666666667
7zgoHkxLgchJwPdhbJhQ3K,Why Don’t You Come On (ft. Khalid and Empress Of),DJDS,46,30tc5b5AulEnOeyKTT9Cz3,Big Wave More Fire,2018-05-18,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.67,0.677,1,-5.554,Major,0.0664,0.0771,0,0.188,0.348,128.088,199980,3.333
7ezxnrzFzaOoy9yYUhP9S2,She’s Gone Away,Nine Inch Nails,40,2fThnKRzs6iudIAzHP9VOa,Not The Actual Events,2016-12-23,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.365,0.926,5,-7.679,Major,0.122,0.314,0.967,0.11,0.206,79.969,359947,5.999116666666667
4wMMiSEzBgqpkTX4XyTNOU,Forest Fires,Fred V & Grafix,0,2aFTZqXxPYkTN3KbS9ov18,Recognise,2014-03-31,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.464,0.903,9,-4.072,Major,0.0527,0.00226,0.0336,0.111,0.461,174.082,206891,3.448183333333333
3QTRN8VbMCWm7RTWUJyeEn,Porsche,Kukon,55,4hZXuINJQPONZOGfREpajO,Piękny ból,2018-09-08,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,0.703,0.644,9,-6.464,Minor,0.13,0.318,0,0.0882,0.291,131.999,240154,4.002566666666667
7HR7MpHKZpnmdC7CVEhePh,Watch Out (feat. Fetty Wap),Shelow Shaq,45,2cYhrR6670xQFyx1Lf474S,Watch Out (feat. Fetty Wap),2019-11-01,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.952,0.846,4,-5.805,Minor,0.247,0.0515,1.26e-6,0.317,0.597,117.946,117053,1.9508833333333333
2r7CdIjAFW4SBraFBJ7djg,I Can Do Whatever,Dopeamean,28,5JldoqkyJDqipOrqHixYSx,Blue Faces,2019-11-02,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,0.777,0.653,4,-7.919,Minor,0.305,0.156,1.36e-4,0.179,0.622,127.994,274442,4.574033333333333
2LUVo82IKIpCuBNSaqF0G8,Corona,Minutemen,53,5viZ5HyYtV0wafK7DoXmgF,Double Nickels on the Dime,1984-07-24,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.47,0.913,7,-10.196,Major,0.0343,6.59e-5,0.267,0.222,0.977,130.425,145533,2.42555
3LNDqfz94lY7uGifx8HQXt,Milano Step (Lamin X Artigeardit),Lamin,50,2v9pcTMJgFF3gdBnhvSqFA,Milano Step (Lamin X Artigeardit),2020-01-10,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.888,0.577,4,-7.865,Minor,0.262,0.101,0,0.279,0.477,130.081,175383,2.92305
2BxLZa6EKhBArtcvhn9HP3,Bankroll,Sy Ari Da Kid,20,0LDqNoDdTw7aYy7Stb6Odh,Bankroll,2015-07-30,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.858,0.639,2,-6.777,Major,0.0397,0.266,1.09e-4,0.158,0.449,127.982,196937,3.2822833333333334
7mZyNgtUXX6ZVgs0zsHfAU,Bedside Radio - Remastered,Krokus,22,3i6e5d6q1uZnh9CUsB5XCY,The Definitive Collection,2000-02-21,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.54,0.737,9,-8.747,Major,0.0459,0.00295,2.6e-4,0.0785,0.886,125.347,199467,3.32445
5JuVNeCjIl3DJbnVf1oeGo,Sneakers,Monma,61,19JQNEvuP4kth86dm4YpC9,Sneakers,2018-10-22,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.855,0.307,1,-10.599,Minor,0.0732,0.365,0.854,0.105,0.174,89.993,149333,2.4888833333333333
0jeS8PyyIRAG0A3t5DtL71,La Playa,Myke Towers,79,5PCQtgStgFE0UMZXd9YuYz,La Playa,2019-04-09,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.796,0.683,10,-2.754,Minor,0.15,0.108,0,0.107,0.353,140.108,207731,3.4621833333333334
0hR6TuU1AnS1BuJPOG406P,Selfish,Falco,32,0yE3lhp1ychisnZqWPd4I8,Selfish,2018-04-10,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.87,0.625,9,-12.658,Minor,0.0486,0.0506,0.101,0.113,0.0985,125.017,176413,2.9402166666666667
4yLOB87ABVGslKVNRq3qPl,Don't Hold Us - Radio Edit,Thomas Newson,24,6gEelxWm1jvU99mCfKlMx0,Don't Hold Us,2014-03-10,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0.536,0.936,2,-4.306,Major,0.047,0.00547,1.55e-4,0.0825,0.624,127.938,189375,3.15625
7B5nuJ3GhcJRsXU48g5Qhu,Tounge Tied,Faber Drive,45,3Qvjehq82QKouSETML9zWn,Seven Second Surgery,2007-01-01,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.395,0.94,1,-4.32,Major,0.0451,0.00328,0,0.153,0.564,166.045,210653,3.510883333333333
5m8pL2TqjTvujYcFC2oiNX,Road Less Traveled,Fatai,29,7AtaWmFuoCbjMdZyN3ooOE,Road Less Traveled,2019-03-14,NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0.817,0.312,7,-6.649,Major,0.206,0.419,2.91e-6,0.0556,0.456,112.11,258750,4.3125
5sm8mtcQQOhKT8YgCBwVNr,Beautiful Weather,Jmss,40,3PA2l8rCpIb7Wiv4mThBMD,Want Some Coffee ?,2018-08-06,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.694,0.402,0,-9.063,Major,0.0377,0.351,0.224,0.0908,0.398,94.997,129474,2.1579
03r8a51GORTXZSBCaiGILV,El Tren del Sabor,Tony Succar,40,21Q82X4xEiZNbFHEmhZTX3,Mas De Mi,2019-05-24,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.823,0.846,5,-4.529,Major,0.107,0.204,2.38e-5,0.0872,0.925,106.54,279573,4.65955
51nO9XptljAx7nzYYDFCXe,Say Damn,who.am.i,37,7EJ1XtJVPkvhekWB8kYOMw,Say Damn,2019-11-06,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.794,0.652,7,-4.869,Major,0.248,0.00265,0,0.0865,0.734,97.031,171772,2.8628666666666667
2r387DZKnyoSQUpHWikyGR,Si Tú Sabes,Kevin G.,24,3e69Gz5dAhXxVJMyeEakqX,Parte de Mí,2019-11-15,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.645,0.791,0,-3.547,Major,0.351,0.475,0,0.0767,0.713,189.997,197053,3.2842166666666666
2HkL6IDXIzUBB3LZuGk0xE,Running Away,Fullife,23,1VDF4NTUTkkoJGiA4GwlNo,Running Away,2015-10-01,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.523,0.817,10,-6.759,Major,0.0487,0.0479,7.75e-4,0.451,0.417,100.024,256500,4.275
0iwr5Kp0R2RVpBUOVIzMCs,Earif Habibi,Amorf,2,0PgXNoUvb7amIasYqLrnI4,Hayat,2019-03-29,Arabic Trap,37i9dQZF1DXcC6YLqj8ET8,rap,trap,0.613,0.756,0,-8.058,Major,0.136,0.211,4.75e-4,0.331,0.503,149.94,198408,3.3068
626yIpah5wJb9pcja3QgO2,There Is,Box Car Racer,1,5bJQXNxXTwvVh5250agH7p,Box Car Racer,2002-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.623,0.853,4,-5.356,Major,0.0472,0.141,0,0.143,0.783,106.099,196600,3.276666666666667
0ttKO7eBjyoq5Khr2X9lwV,Copperhead Road,Steve Earle,4,1drpwlbkryF9OvBtRNJNiX,Copperhead Road (Deluxe Edition),2008-01-01,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.378,0.742,7,-10.002,Major,0.0444,0.0257,1.25e-4,0.0659,0.765,163.721,270067,4.501116666666666
3CoDXg77Rae8RnbAwdoZGj,Dance With You,Lemonface,23,42q9l4p3zMk9UsVO61UYkY,Dance With You,2019-01-04,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.857,0.41,9,-7.912,Major,0.0543,0.0184,7.8e-5,0.0769,0.814,114.986,187826,3.1304333333333334
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,77,3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,2012-09-14,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.612,0.84,11,-3.145,Minor,0.0509,0.112,0,0.116,0.438,129.042,212862,3.5477
5o84LEb5HomrkUXZPrQJJH,Living On Video,Generation DJ,16,0vNHurgZCXw61BbimvPQcJ,DJ's Night Vol. 4,2010-05-25,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.662,0.952,7,-4.115,Major,0.038,2.34e-4,0.68,0.207,0.548,131.026,198307,3.3051166666666667
38ydcsbayM4oX21Hhu84DT,Every Time the Sun Comes Up,Sharon Van Etten,63,0F1pMhF8Vy74nKkQeLBfrd,Are We There,2014-05-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.663,0.522,1,-8.741,Major,0.0374,0.392,5.41e-6,0.197,0.301,99.765,262520,4.375333333333334
2aPnpV1hT7l3eP10uSGK6c,Mademoiselle,Sfera Ebbasta,67,78MRrRWLDCY7SUKeFx7TlD,Mademoiselle,2019-03-12,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,0.794,0.702,6,-5.656,Minor,0.0346,0.0671,0,0.155,0.535,121.938,189344,3.1557333333333335
6mQMZtvy4cGi5UVH3LmZte,Shatter,BAYNK,36,5hb9aZmt8McCp8ktZh2dJZ,Someone's EP II,2019-05-22,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.7,0.316,0,-12.711,Major,0.186,0.843,0.248,0.0818,0.411,149.969,191853,3.19755
0Dkiv21G8im9OXLJG34uV8,Hungarian Dance No 5,Alfons,38,3sJKUvT8J7dGrAhJM6VHYB,Hungarian Dance No 5,2019-10-04,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.822,0.845,2,-4.026,Major,0.212,0.054,0.00117,0.0899,0.648,128.029,187562,3.1260333333333334
3evL7OEc73Z1hlFSaZkNpo,Primadonna,Skogsrå,34,5ORC6m6OpHuR1cRxO3hVzd,Primadonna,2013-12-22,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.577,0.879,3,-4.889,Major,0.0463,0.561,0.869,0.0883,0.769,98.094,278571,4.64285
4zDsgkTLNv6j3kQ0asJfrF,Energetic (Prequel Remix),Wanna One,39,0fxMTiQG9ym37gYmIXgqG8,1-1=0 (NOTHING WITHOUT YOU),2017-11-13,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.722,0.827,0,-3.892,Major,0.0626,0.0115,0,0.668,0.509,125.03,255629,4.260483333333333
